OBJECTID,LE_ID,ENGLISH,COUNTY,GUID,P14_100k,EventDate
1011,13240400,GOREY LEA-6,WEXFORD,2ae19629-3f39-13a3-e055-000000000001,21.9,2020/08/31 00:00:00+00
1012,13240400,GOREY LEA-6,WEXFORD,2ae19629-3f39-13a3-e055-000000000001,0,2020/08/24 00:00:00+00
1013,13240400,GOREY LEA-6,WEXFORD,2ae19629-3f39-13a3-e055-000000000001,40.2,2020/08/17 00:00:00+00
1014,13240400,GOREY LEA-6,WEXFORD,2ae19629-3f39-13a3-e055-000000000001,43.9,2020/08/10 00:00:00+00
1015,1360405,GORT-KINVARA LEA-5,GALWAY,2ae19629-3ef4-13a3-e055-999330000001,51.1,2020/11/23 00:00:00+00
1016,1360405,GORT-KINVARA LEA-5,GALWAY,2ae19629-3ef4-13a3-e055-999330000001,148.9,2020/11/16 00:00:00+00
1017,1360405,GORT-KINVARA LEA-5,GALWAY,2ae19629-3ef4-13a3-e055-999330000001,310.6,2020/11/09 00:00:00+00
1018,1360405,GORT-KINVARA LEA-5,GALWAY,2ae19629-3ef4-13a3-e055-999330000001,297.8,2020/11/02 00:00:00+00
1019,1360405,GORT-KINVARA LEA-5,GALWAY,2ae19629-3ef4-13a3-e055-999330000001,268,2020/10/26 00:00:00+00
1020,1360405,GORT-KINVARA LEA-5,GALWAY,2ae19629-3ef4-13a3-e055-999330000001,208.5,2020/10/19 00:00:00+00
1021,1360405,GORT-KINVARA LEA-5,GALWAY,2ae19629-3ef4-13a3-e055-999330000001,97.9,2020/10/12 00:00:00+00
1022,1360405,GORT-KINVARA LEA-5,GALWAY,2ae19629-3ef4-13a3-e055-999330000001,106.4,2020/10/05 00:00:00+00
1023,1360405,GORT-KINVARA LEA-5,GALWAY,2ae19629-3ef4-13a3-e055-999330000001,110.6,2020/09/28 00:00:00+00
1024,1360405,GORT-KINVARA LEA-5,GALWAY,2ae19629-3ef4-13a3-e055-999330000001,55.3,2020/09/21 00:00:00+00
1025,1360405,GORT-KINVARA LEA-5,GALWAY,2ae19629-3ef4-13a3-e055-999330000001,0,2020/09/14 00:00:00+00
1026,1360405,GORT-KINVARA LEA-5,GALWAY,2ae19629-3ef4-13a3-e055-999330000001,0,2020/09/07 00:00:00+00
1027,1360405,GORT-KINVARA LEA-5,GALWAY,2ae19629-3ef4-13a3-e055-999330000001,0,2020/08/31 00:00:00+00
1028,1360405,GORT-KINVARA LEA-5,GALWAY,2ae19629-3ef4-13a3-e055-999330000001,0,2020/08/24 00:00:00+00
1029,1360405,GORT-KINVARA LEA-5,GALWAY,2ae19629-3ef4-13a3-e055-999330000001,0,2020/08/17 00:00:00+00
1030,1360405,GORT-KINVARA LEA-5,GALWAY,2ae19629-3ef4-13a3-e055-999330000001,0,2020/08/10 00:00:00+00
1031,13260416,CLONDALKIN LEA-7,DUBLIN,2ae19629-3f55-13a3-e055-000000000001,141.9,2020/11/23 00:00:00+00
1032,13260416,CLONDALKIN LEA-7,DUBLIN,2ae19629-3f55-13a3-e055-000000000001,180.6,2020/11/16 00:00:00+00
1033,13260416,CLONDALKIN LEA-7,DUBLIN,2ae19629-3f55-13a3-e055-000000000001,210.7,2020/11/09 00:00:00+00
1034,13260416,CLONDALKIN LEA-7,DUBLIN,2ae19629-3f55-13a3-e055-000000000001,283.7,2020/11/02 00:00:00+00
1035,13260416,CLONDALKIN LEA-7,DUBLIN,2ae19629-3f55-13a3-e055-000000000001,384.8,2020/10/26 00:00:00+00
1036,13260416,CLONDALKIN LEA-7,DUBLIN,2ae19629-3f55-13a3-e055-000000000001,367.6,2020/10/19 00:00:00+00
1037,13260416,CLONDALKIN LEA-7,DUBLIN,2ae19629-3f55-13a3-e055-000000000001,242.9,2020/10/12 00:00:00+00
1038,13260416,CLONDALKIN LEA-7,DUBLIN,2ae19629-3f55-13a3-e055-000000000001,184.9,2020/10/05 00:00:00+00
1039,13260416,CLONDALKIN LEA-7,DUBLIN,2ae19629-3f55-13a3-e055-000000000001,197.8,2020/09/28 00:00:00+00
1040,13260416,CLONDALKIN LEA-7,DUBLIN,2ae19629-3f55-13a3-e055-000000000001,182.7,2020/09/21 00:00:00+00
1041,13260416,CLONDALKIN LEA-7,DUBLIN,2ae19629-3f55-13a3-e055-000000000001,101,2020/09/14 00:00:00+00
1042,13260416,CLONDALKIN LEA-7,DUBLIN,2ae19629-3f55-13a3-e055-000000000001,68.8,2020/09/07 00:00:00+00
1043,13260416,CLONDALKIN LEA-7,DUBLIN,2ae19629-3f55-13a3-e055-000000000001,81.7,2020/08/31 00:00:00+00
1044,13260416,CLONDALKIN LEA-7,DUBLIN,2ae19629-3f55-13a3-e055-000000000001,53.7,2020/08/24 00:00:00+00
1045,13260416,CLONDALKIN LEA-7,DUBLIN,2ae19629-3f55-13a3-e055-000000000001,19.3,2020/08/17 00:00:00+00
1046,13260416,CLONDALKIN LEA-7,DUBLIN,2ae19629-3f55-13a3-e055-000000000001,30.1,2020/08/10 00:00:00+00
1047,13180400,BIRR LEA-6,OFFALY,2ae19629-3f21-13a3-e055-000000000001,43.2,2020/11/23 00:00:00+00
1048,13180400,BIRR LEA-6,OFFALY,2ae19629-3f21-13a3-e055-000000000001,51,2020/11/16 00:00:00+00
1049,13180400,BIRR LEA-6,OFFALY,2ae19629-3f21-13a3-e055-000000000001,102.1,2020/11/09 00:00:00+00
1050,13180400,BIRR LEA-6,OFFALY,2ae19629-3f21-13a3-e055-000000000001,137.4,2020/11/02 00:00:00+00
1051,13180400,BIRR LEA-6,OFFALY,2ae19629-3f21-13a3-e055-000000000001,133.5,2020/10/26 00:00:00+00
1052,13180400,BIRR LEA-6,OFFALY,2ae19629-3f21-13a3-e055-000000000001,133.5,2020/10/19 00:00:00+00
1053,13180400,BIRR LEA-6,OFFALY,2ae19629-3f21-13a3-e055-000000000001,106,2020/10/12 00:00:00+00
1054,13180400,BIRR LEA-6,OFFALY,2ae19629-3f21-13a3-e055-000000000001,58.9,2020/10/05 00:00:00+00
1055,13180400,BIRR LEA-6,OFFALY,2ae19629-3f21-13a3-e055-000000000001,35.3,2020/09/28 00:00:00+00
1056,13180400,BIRR LEA-6,OFFALY,2ae19629-3f21-13a3-e055-000000000001,62.8,2020/09/21 00:00:00+00
1057,13180400,BIRR LEA-6,OFFALY,2ae19629-3f21-13a3-e055-000000000001,106,2020/09/14 00:00:00+00
1058,13180400,BIRR LEA-6,OFFALY,2ae19629-3f21-13a3-e055-000000000001,62.8,2020/09/07 00:00:00+00
1059,13180400,BIRR LEA-6,OFFALY,2ae19629-3f21-13a3-e055-000000000001,0,2020/08/31 00:00:00+00
1060,13180400,BIRR LEA-6,OFFALY,2ae19629-3f21-13a3-e055-000000000001,19.6,2020/08/24 00:00:00+00
1061,13180400,BIRR LEA-6,OFFALY,2ae19629-3f21-13a3-e055-000000000001,0,2020/08/17 00:00:00+00
1062,13180400,BIRR LEA-6,OFFALY,2ae19629-3f21-13a3-e055-000000000001,0,2020/08/10 00:00:00+00
1063,13260420,BALLYMUN-FINGLAS LEA-6,DUBLIN,2ae19629-3f56-13a3-e055-000000000001,192.7,2020/11/23 00:00:00+00
1064,13260420,BALLYMUN-FINGLAS LEA-6,DUBLIN,2ae19629-3f56-13a3-e055-000000000001,220,2020/11/16 00:00:00+00
1065,13260420,BALLYMUN-FINGLAS LEA-6,DUBLIN,2ae19629-3f56-13a3-e055-000000000001,270.9,2020/11/09 00:00:00+00
1066,13260420,BALLYMUN-FINGLAS LEA-6,DUBLIN,2ae19629-3f56-13a3-e055-000000000001,345.4,2020/11/02 00:00:00+00
1067,13260420,BALLYMUN-FINGLAS LEA-6,DUBLIN,2ae19629-3f56-13a3-e055-000000000001,492.6,2020/10/26 00:00:00+00
1068,13260420,BALLYMUN-FINGLAS LEA-6,DUBLIN,2ae19629-3f56-13a3-e055-000000000001,463.6,2020/10/19 00:00:00+00
1069,13260420,BALLYMUN-FINGLAS LEA-6,DUBLIN,2ae19629-3f56-13a3-e055-000000000001,263.6,2020/10/12 00:00:00+00
1070,13260420,BALLYMUN-FINGLAS LEA-6,DUBLIN,2ae19629-3f56-13a3-e055-000000000001,174.5,2020/10/05 00:00:00+00
1071,13260420,BALLYMUN-FINGLAS LEA-6,DUBLIN,2ae19629-3f56-13a3-e055-000000000001,270.9,2020/09/28 00:00:00+00
1072,13260420,BALLYMUN-FINGLAS LEA-6,DUBLIN,2ae19629-3f56-13a3-e055-000000000001,298.1,2020/09/21 00:00:00+00
1073,13260420,BALLYMUN-FINGLAS LEA-6,DUBLIN,2ae19629-3f56-13a3-e055-000000000001,141.8,2020/09/14 00:00:00+00
1074,13260420,BALLYMUN-FINGLAS LEA-6,DUBLIN,2ae19629-3f56-13a3-e055-000000000001,56.4,2020/09/07 00:00:00+00
1075,13260420,BALLYMUN-FINGLAS LEA-6,DUBLIN,2ae19629-3f56-13a3-e055-000000000001,43.6,2020/08/31 00:00:00+00
1076,13260420,BALLYMUN-FINGLAS LEA-6,DUBLIN,2ae19629-3f56-13a3-e055-000000000001,32.7,2020/08/24 00:00:00+00
1077,13260420,BALLYMUN-FINGLAS LEA-6,DUBLIN,2ae19629-3f56-13a3-e055-000000000001,12.7,2020/08/17 00:00:00+00
1078,13260420,BALLYMUN-FINGLAS LEA-6,DUBLIN,2ae19629-3f56-13a3-e055-000000000001,0,2020/08/10 00:00:00+00
1079,13240404,WEXFORD LEA-7,WEXFORD,2ae19629-3ef4-13a3-e055-000024000001,17.2,2020/11/23 00:00:00+00
1080,13240404,WEXFORD LEA-7,WEXFORD,2ae19629-3ef4-13a3-e055-000024000001,44.7,2020/11/16 00:00:00+00
1081,13240404,WEXFORD LEA-7,WEXFORD,2ae19629-3ef4-13a3-e055-000024000001,75.6,2020/11/09 00:00:00+00
1082,13240404,WEXFORD LEA-7,WEXFORD,2ae19629-3ef4-13a3-e055-000024000001,140.8,2020/11/02 00:00:00+00
1083,13240404,WEXFORD LEA-7,WEXFORD,2ae19629-3ef4-13a3-e055-000024000001,144.3,2020/10/26 00:00:00+00
1084,13240404,WEXFORD LEA-7,WEXFORD,2ae19629-3ef4-13a3-e055-000024000001,58.4,2020/10/19 00:00:00+00
1085,13240404,WEXFORD LEA-7,WEXFORD,2ae19629-3ef4-13a3-e055-000024000001,20.6,2020/10/12 00:00:00+00
1086,13240404,WEXFORD LEA-7,WEXFORD,2ae19629-3ef4-13a3-e055-000024000001,17.2,2020/10/05 00:00:00+00
1087,13240404,WEXFORD LEA-7,WEXFORD,2ae19629-3ef4-13a3-e055-000024000001,0,2020/09/28 00:00:00+00
1088,13240404,WEXFORD LEA-7,WEXFORD,2ae19629-3ef4-13a3-e055-000024000001,17.2,2020/09/21 00:00:00+00
1089,13240404,WEXFORD LEA-7,WEXFORD,2ae19629-3ef4-13a3-e055-000024000001,17.2,2020/09/14 00:00:00+00
1090,13240404,WEXFORD LEA-7,WEXFORD,2ae19629-3ef4-13a3-e055-000024000001,0,2020/09/07 00:00:00+00
1091,13240404,WEXFORD LEA-7,WEXFORD,2ae19629-3ef4-13a3-e055-000024000001,17.2,2020/08/31 00:00:00+00
1092,13240404,WEXFORD LEA-7,WEXFORD,2ae19629-3ef4-13a3-e055-000024000001,0,2020/08/24 00:00:00+00
1093,13240404,WEXFORD LEA-7,WEXFORD,2ae19629-3ef4-13a3-e055-000024000001,0,2020/08/17 00:00:00+00
1094,13240404,WEXFORD LEA-7,WEXFORD,2ae19629-3ef4-13a3-e055-000024000001,0,2020/08/10 00:00:00+00
1095,13240401,KILMUCKRIDGE LEA-4,WEXFORD,2ae19629-3f3a-13a3-e055-000000000001,41.9,2020/11/23 00:00:00+00
1096,13240401,KILMUCKRIDGE LEA-4,WEXFORD,2ae19629-3f3a-13a3-e055-000000000001,35.9,2020/11/16 00:00:00+00
1097,13240401,KILMUCKRIDGE LEA-4,WEXFORD,2ae19629-3f3a-13a3-e055-000000000001,101.6,2020/11/09 00:00:00+00
1098,13240401,KILMUCKRIDGE LEA-4,WEXFORD,2ae19629-3f3a-13a3-e055-000000000001,209.3,2020/11/02 00:00:00+00
1099,13240401,KILMUCKRIDGE LEA-4,WEXFORD,2ae19629-3f3a-13a3-e055-000000000001,287,2020/10/26 00:00:00+00
1100,13240401,KILMUCKRIDGE LEA-4,WEXFORD,2ae19629-3f3a-13a3-e055-000000000001,275,2020/10/19 00:00:00+00
1101,13240401,KILMUCKRIDGE LEA-4,WEXFORD,2ae19629-3f3a-13a3-e055-000000000001,173.4,2020/10/12 00:00:00+00
1102,13240401,KILMUCKRIDGE LEA-4,WEXFORD,2ae19629-3f3a-13a3-e055-000000000001,107.6,2020/10/05 00:00:00+00
1103,13240401,KILMUCKRIDGE LEA-4,WEXFORD,2ae19629-3f3a-13a3-e055-000000000001,89.7,2020/09/28 00:00:00+00
1104,13240401,KILMUCKRIDGE LEA-4,WEXFORD,2ae19629-3f3a-13a3-e055-000000000001,65.8,2020/09/21 00:00:00+00
1105,13240401,KILMUCKRIDGE LEA-4,WEXFORD,2ae19629-3f3a-13a3-e055-000000000001,65.8,2020/09/14 00:00:00+00
1106,13240401,KILMUCKRIDGE LEA-4,WEXFORD,2ae19629-3f3a-13a3-e055-000000000001,47.8,2020/09/07 00:00:00+00
1107,13240401,KILMUCKRIDGE LEA-4,WEXFORD,2ae19629-3f3a-13a3-e055-000000000001,0,2020/08/31 00:00:00+00
1108,13240401,KILMUCKRIDGE LEA-4,WEXFORD,2ae19629-3f3a-13a3-e055-000000000001,0,2020/08/24 00:00:00+00
1109,13240401,KILMUCKRIDGE LEA-4,WEXFORD,2ae19629-3f3a-13a3-e055-000000000001,0,2020/08/17 00:00:00+00
1110,13240401,KILMUCKRIDGE LEA-4,WEXFORD,2ae19629-3f3a-13a3-e055-000000000001,0,2020/08/10 00:00:00+00
1111,1370400,LISTOWEL LEA-6,KERRY,2ae19629-3f6b-13a3-e055-000000000001,108.1,2020/11/23 00:00:00+00
1112,1370400,LISTOWEL LEA-6,KERRY,2ae19629-3f6b-13a3-e055-000000000001,373.2,2020/11/16 00:00:00+00
1113,1370400,LISTOWEL LEA-6,KERRY,2ae19629-3f6b-13a3-e055-000000000001,404.5,2020/11/09 00:00:00+00
1114,1370400,LISTOWEL LEA-6,KERRY,2ae19629-3f6b-13a3-e055-000000000001,355.7,2020/11/02 00:00:00+00
1115,1370400,LISTOWEL LEA-6,KERRY,2ae19629-3f6b-13a3-e055-000000000001,634.7,2020/10/26 00:00:00+00
1116,1370400,LISTOWEL LEA-6,KERRY,2ae19629-3f6b-13a3-e055-000000000001,565,2020/10/19 00:00:00+00
1117,1370400,LISTOWEL LEA-6,KERRY,2ae19629-3f6b-13a3-e055-000000000001,219.7,2020/10/12 00:00:00+00
1118,1370400,LISTOWEL LEA-6,KERRY,2ae19629-3f6b-13a3-e055-000000000001,55.8,2020/10/05 00:00:00+00
1119,1370400,LISTOWEL LEA-6,KERRY,2ae19629-3f6b-13a3-e055-000000000001,0,2020/09/28 00:00:00+00
1120,1370400,LISTOWEL LEA-6,KERRY,2ae19629-3f6b-13a3-e055-000000000001,0,2020/09/21 00:00:00+00
1121,1370400,LISTOWEL LEA-6,KERRY,2ae19629-3f6b-13a3-e055-000000000001,0,2020/09/14 00:00:00+00
1122,1370400,LISTOWEL LEA-6,KERRY,2ae19629-3f6b-13a3-e055-000000000001,0,2020/09/07 00:00:00+00
1123,1370400,LISTOWEL LEA-6,KERRY,2ae19629-3f6b-13a3-e055-000000000001,0,2020/08/31 00:00:00+00
1124,1370400,LISTOWEL LEA-6,KERRY,2ae19629-3f6b-13a3-e055-000000000001,0,2020/08/24 00:00:00+00
1125,1370400,LISTOWEL LEA-6,KERRY,2ae19629-3f6b-13a3-e055-000000000001,0,2020/08/17 00:00:00+00
1126,1370400,LISTOWEL LEA-6,KERRY,2ae19629-3f6b-13a3-e055-000000000001,0,2020/08/10 00:00:00+00
1127,1350406,LIFFORD-STRANORLAR LEA-6,DONEGAL,2ae19629-3ef4-13a3-e055-075000000001,204.7,2020/11/23 00:00:00+00
1128,1350406,LIFFORD-STRANORLAR LEA-6,DONEGAL,2ae19629-3ef4-13a3-e055-075000000001,231.8,2020/11/16 00:00:00+00
1129,1350406,LIFFORD-STRANORLAR LEA-6,DONEGAL,2ae19629-3ef4-13a3-e055-075000000001,282,2020/11/09 00:00:00+00
1130,1350406,LIFFORD-STRANORLAR LEA-6,DONEGAL,2ae19629-3ef4-13a3-e055-075000000001,282,2020/11/02 00:00:00+00
1131,1350406,LIFFORD-STRANORLAR LEA-6,DONEGAL,2ae19629-3ef4-13a3-e055-075000000001,305.1,2020/10/26 00:00:00+00
1132,1350406,LIFFORD-STRANORLAR LEA-6,DONEGAL,2ae19629-3ef4-13a3-e055-075000000001,506,2020/10/19 00:00:00+00
1133,1350406,LIFFORD-STRANORLAR LEA-6,DONEGAL,2ae19629-3ef4-13a3-e055-075000000001,610.3,2020/10/12 00:00:00+00
1134,1350406,LIFFORD-STRANORLAR LEA-6,DONEGAL,2ae19629-3ef4-13a3-e055-075000000001,606.4,2020/10/05 00:00:00+00
1135,1350406,LIFFORD-STRANORLAR LEA-6,DONEGAL,2ae19629-3ef4-13a3-e055-075000000001,606.4,2020/09/28 00:00:00+00
1136,1350406,LIFFORD-STRANORLAR LEA-6,DONEGAL,2ae19629-3ef4-13a3-e055-075000000001,336.1,2020/09/21 00:00:00+00
1137,1350406,LIFFORD-STRANORLAR LEA-6,DONEGAL,2ae19629-3ef4-13a3-e055-075000000001,57.9,2020/09/14 00:00:00+00
1138,1350406,LIFFORD-STRANORLAR LEA-6,DONEGAL,2ae19629-3ef4-13a3-e055-075000000001,0,2020/09/07 00:00:00+00
1139,1350406,LIFFORD-STRANORLAR LEA-6,DONEGAL,2ae19629-3ef4-13a3-e055-075000000001,0,2020/08/31 00:00:00+00
1140,1350406,LIFFORD-STRANORLAR LEA-6,DONEGAL,2ae19629-3ef4-13a3-e055-075000000001,0,2020/08/24 00:00:00+00
1141,1350406,LIFFORD-STRANORLAR LEA-6,DONEGAL,2ae19629-3ef4-13a3-e055-075000000001,23.2,2020/08/17 00:00:00+00
1142,1350406,LIFFORD-STRANORLAR LEA-6,DONEGAL,2ae19629-3ef4-13a3-e055-075000000001,34.8,2020/08/10 00:00:00+00
1143,1330404,KILRUSH LEA-5,CLARE,2ae19629-3ef4-13a3-e055-000000044001,95.3,2020/11/23 00:00:00+00
1144,1330404,KILRUSH LEA-5,CLARE,2ae19629-3ef4-13a3-e055-000000044001,71.4,2020/11/16 00:00:00+00
1145,1330404,KILRUSH LEA-5,CLARE,2ae19629-3ef4-13a3-e055-000000044001,90.5,2020/11/09 00:00:00+00
1146,1330404,KILRUSH LEA-5,CLARE,2ae19629-3ef4-13a3-e055-000000044001,109.6,2020/11/02 00:00:00+00
1147,1330404,KILRUSH LEA-5,CLARE,2ae19629-3ef4-13a3-e055-000000044001,133.4,2020/10/26 00:00:00+00
1148,1330404,KILRUSH LEA-5,CLARE,2ae19629-3ef4-13a3-e055-000000044001,271.5,2020/10/19 00:00:00+00
1149,1330404,KILRUSH LEA-5,CLARE,2ae19629-3ef4-13a3-e055-000000044001,409.6,2020/10/12 00:00:00+00
1150,1330404,KILRUSH LEA-5,CLARE,2ae19629-3ef4-13a3-e055-000000044001,290.6,2020/10/05 00:00:00+00
1151,1330404,KILRUSH LEA-5,CLARE,2ae19629-3ef4-13a3-e055-000000044001,109.6,2020/09/28 00:00:00+00
1152,1330404,KILRUSH LEA-5,CLARE,2ae19629-3ef4-13a3-e055-000000044001,61.9,2020/09/21 00:00:00+00
1153,1330404,KILRUSH LEA-5,CLARE,2ae19629-3ef4-13a3-e055-000000044001,0,2020/09/14 00:00:00+00
1154,1330404,KILRUSH LEA-5,CLARE,2ae19629-3ef4-13a3-e055-000000044001,0,2020/09/07 00:00:00+00
1155,1330404,KILRUSH LEA-5,CLARE,2ae19629-3ef4-13a3-e055-000000044001,0,2020/08/31 00:00:00+00
1156,1330404,KILRUSH LEA-5,CLARE,2ae19629-3ef4-13a3-e055-000000044001,0,2020/08/24 00:00:00+00
1157,1330404,KILRUSH LEA-5,CLARE,2ae19629-3ef4-13a3-e055-000000044001,0,2020/08/17 00:00:00+00
1158,1330404,KILRUSH LEA-5,CLARE,2ae19629-3ef4-13a3-e055-000000044001,0,2020/08/10 00:00:00+00
1159,1340412,CORK CITY SOUTH EAST LEA-6,CORK,2ae19629-3ef4-13a3-e055-999990000001,60.8,2020/11/23 00:00:00+00
1160,1340412,CORK CITY SOUTH EAST LEA-6,CORK,2ae19629-3ef4-13a3-e055-999990000001,81.8,2020/11/16 00:00:00+00
1161,1340412,CORK CITY SOUTH EAST LEA-6,CORK,2ae19629-3ef4-13a3-e055-999990000001,182.3,2020/11/09 00:00:00+00
1162,1340412,CORK CITY SOUTH EAST LEA-6,CORK,2ae19629-3ef4-13a3-e055-999990000001,315.6,2020/11/02 00:00:00+00
1163,1340412,CORK CITY SOUTH EAST LEA-6,CORK,2ae19629-3ef4-13a3-e055-999990000001,425.4,2020/10/26 00:00:00+00
1164,1340412,CORK CITY SOUTH EAST LEA-6,CORK,2ae19629-3ef4-13a3-e055-999990000001,425.4,2020/10/19 00:00:00+00
1165,1340412,CORK CITY SOUTH EAST LEA-6,CORK,2ae19629-3ef4-13a3-e055-999990000001,226.7,2020/10/12 00:00:00+00
1166,1340412,CORK CITY SOUTH EAST LEA-6,CORK,2ae19629-3ef4-13a3-e055-999990000001,93.5,2020/10/05 00:00:00+00
1167,1340412,CORK CITY SOUTH EAST LEA-6,CORK,2ae19629-3ef4-13a3-e055-999990000001,79.5,2020/09/28 00:00:00+00
1168,1340412,CORK CITY SOUTH EAST LEA-6,CORK,2ae19629-3ef4-13a3-e055-999990000001,44.4,2020/09/21 00:00:00+00
1169,1340412,CORK CITY SOUTH EAST LEA-6,CORK,2ae19629-3ef4-13a3-e055-999990000001,0,2020/09/14 00:00:00+00
1170,1340412,CORK CITY SOUTH EAST LEA-6,CORK,2ae19629-3ef4-13a3-e055-999990000001,18.7,2020/09/07 00:00:00+00
1171,1340412,CORK CITY SOUTH EAST LEA-6,CORK,2ae19629-3ef4-13a3-e055-999990000001,23.4,2020/08/31 00:00:00+00
1172,1340412,CORK CITY SOUTH EAST LEA-6,CORK,2ae19629-3ef4-13a3-e055-999990000001,0,2020/08/24 00:00:00+00
1173,1340412,CORK CITY SOUTH EAST LEA-6,CORK,2ae19629-3ef4-13a3-e055-999990000001,0,2020/08/17 00:00:00+00
1174,1340412,CORK CITY SOUTH EAST LEA-6,CORK,2ae19629-3ef4-13a3-e055-999990000001,0,2020/08/10 00:00:00+00
1175,1340402,MIDLETON LEA-7,CORK,2ae19629-3f65-13a3-e055-000000000001,59.4,2020/11/23 00:00:00+00
1176,1340402,MIDLETON LEA-7,CORK,2ae19629-3f65-13a3-e055-000000000001,66,2020/11/16 00:00:00+00
1177,1340402,MIDLETON LEA-7,CORK,2ae19629-3f65-13a3-e055-000000000001,61.6,2020/11/09 00:00:00+00
1178,1340402,MIDLETON LEA-7,CORK,2ae19629-3f65-13a3-e055-000000000001,103.4,2020/11/02 00:00:00+00
1179,1340402,MIDLETON LEA-7,CORK,2ae19629-3f65-13a3-e055-000000000001,132,2020/10/26 00:00:00+00
1180,1340402,MIDLETON LEA-7,CORK,2ae19629-3f65-13a3-e055-000000000001,116.6,2020/10/19 00:00:00+00
1181,1340402,MIDLETON LEA-7,CORK,2ae19629-3f65-13a3-e055-000000000001,123.2,2020/10/12 00:00:00+00
1182,1340402,MIDLETON LEA-7,CORK,2ae19629-3f65-13a3-e055-000000000001,110,2020/10/05 00:00:00+00
1183,1340402,MIDLETON LEA-7,CORK,2ae19629-3f65-13a3-e055-000000000001,59.4,2020/09/28 00:00:00+00
1184,1340402,MIDLETON LEA-7,CORK,2ae19629-3f65-13a3-e055-000000000001,19.8,2020/09/21 00:00:00+00
1185,1340402,MIDLETON LEA-7,CORK,2ae19629-3f65-13a3-e055-000000000001,0,2020/09/14 00:00:00+00
1186,1340402,MIDLETON LEA-7,CORK,2ae19629-3f65-13a3-e055-000000000001,0,2020/09/07 00:00:00+00
1187,1340402,MIDLETON LEA-7,CORK,2ae19629-3f65-13a3-e055-000000000001,0,2020/08/31 00:00:00+00
1188,1340402,MIDLETON LEA-7,CORK,2ae19629-3f65-13a3-e055-000000000001,0,2020/08/24 00:00:00+00
1189,1340402,MIDLETON LEA-7,CORK,2ae19629-3f65-13a3-e055-000000000001,0,2020/08/17 00:00:00+00
1190,1340402,MIDLETON LEA-7,CORK,2ae19629-3f65-13a3-e055-000000000001,0,2020/08/10 00:00:00+00
1191,13120400,NEWCASTLE WEST LEA-6,LIMERICK,2ae19629-3f07-13a3-e055-000000000001,142.3,2020/11/23 00:00:00+00
1192,13120400,NEWCASTLE WEST LEA-6,LIMERICK,2ae19629-3f07-13a3-e055-000000000001,277.2,2020/11/16 00:00:00+00
1193,13120400,NEWCASTLE WEST LEA-6,LIMERICK,2ae19629-3f07-13a3-e055-000000000001,331.9,2020/11/09 00:00:00+00
1194,13120400,NEWCASTLE WEST LEA-6,LIMERICK,2ae19629-3f07-13a3-e055-000000000001,291.8,2020/11/02 00:00:00+00
1195,13120400,NEWCASTLE WEST LEA-6,LIMERICK,2ae19629-3f07-13a3-e055-000000000001,218.9,2020/10/26 00:00:00+00
1196,13120400,NEWCASTLE WEST LEA-6,LIMERICK,2ae19629-3f07-13a3-e055-000000000001,153.2,2020/10/19 00:00:00+00
1197,13120400,NEWCASTLE WEST LEA-6,LIMERICK,2ae19629-3f07-13a3-e055-000000000001,171.4,2020/10/12 00:00:00+00
1198,13120400,NEWCASTLE WEST LEA-6,LIMERICK,2ae19629-3f07-13a3-e055-000000000001,135,2020/10/05 00:00:00+00
1199,13120400,NEWCASTLE WEST LEA-6,LIMERICK,2ae19629-3f07-13a3-e055-000000000001,87.5,2020/09/28 00:00:00+00
1200,13120400,NEWCASTLE WEST LEA-6,LIMERICK,2ae19629-3f07-13a3-e055-000000000001,87.5,2020/09/21 00:00:00+00
1201,13120400,NEWCASTLE WEST LEA-6,LIMERICK,2ae19629-3f07-13a3-e055-000000000001,51.1,2020/09/14 00:00:00+00
1202,13120400,NEWCASTLE WEST LEA-6,LIMERICK,2ae19629-3f07-13a3-e055-000000000001,25.5,2020/09/07 00:00:00+00
1203,13120400,NEWCASTLE WEST LEA-6,LIMERICK,2ae19629-3f07-13a3-e055-000000000001,18.2,2020/08/31 00:00:00+00
1204,13120400,NEWCASTLE WEST LEA-6,LIMERICK,2ae19629-3f07-13a3-e055-000000000001,0,2020/08/24 00:00:00+00
1205,13120400,NEWCASTLE WEST LEA-6,LIMERICK,2ae19629-3f07-13a3-e055-000000000001,0,2020/08/17 00:00:00+00
1206,13120400,NEWCASTLE WEST LEA-6,LIMERICK,2ae19629-3f07-13a3-e055-000000000001,0,2020/08/10 00:00:00+00
1207,13250405,BRAY EAST LEA-4,WICKLOW,2ae19629-3ef4-13a3-e055-999220000001,169.3,2020/11/23 00:00:00+00
1208,13250405,BRAY EAST LEA-4,WICKLOW,2ae19629-3ef4-13a3-e055-999220000001,140.1,2020/11/16 00:00:00+00
1209,13250405,BRAY EAST LEA-4,WICKLOW,2ae19629-3ef4-13a3-e055-999220000001,105.1,2020/11/09 00:00:00+00
1210,13250405,BRAY EAST LEA-4,WICKLOW,2ae19629-3ef4-13a3-e055-999220000001,122.6,2020/11/02 00:00:00+00
1211,13250405,BRAY EAST LEA-4,WICKLOW,2ae19629-3ef4-13a3-e055-999220000001,146,2020/10/26 00:00:00+00
1212,13250405,BRAY EAST LEA-4,WICKLOW,2ae19629-3ef4-13a3-e055-999220000001,163.5,2020/10/19 00:00:00+00
