OBJECTID,LE_ID,ENGLISH,COUNTY,GUID,P14_100k,EventDate
2388,13150404,WESTPORT LEA-4,MAYO,2ae19629-3ef4-13a3-e055-111110000001,0,2020/08/24 00:00:00+00
2389,13150404,WESTPORT LEA-4,MAYO,2ae19629-3ef4-13a3-e055-111110000001,0,2020/08/17 00:00:00+00
2390,13150404,WESTPORT LEA-4,MAYO,2ae19629-3ef4-13a3-e055-111110000001,0,2020/08/10 00:00:00+00
2391,13110402,CARRICK-ON-SHANNON LEA-6,LEITRIM,2ae19629-3f06-13a3-e055-000000000001,149.6,2020/11/23 00:00:00+00
2392,13110402,CARRICK-ON-SHANNON LEA-6,LEITRIM,2ae19629-3f06-13a3-e055-000000000001,176,2020/11/16 00:00:00+00
2393,13110402,CARRICK-ON-SHANNON LEA-6,LEITRIM,2ae19629-3f06-13a3-e055-000000000001,61.6,2020/11/09 00:00:00+00
2394,13110402,CARRICK-ON-SHANNON LEA-6,LEITRIM,2ae19629-3f06-13a3-e055-000000000001,44,2020/11/02 00:00:00+00
2395,13110402,CARRICK-ON-SHANNON LEA-6,LEITRIM,2ae19629-3f06-13a3-e055-000000000001,176,2020/10/26 00:00:00+00
2396,13110402,CARRICK-ON-SHANNON LEA-6,LEITRIM,2ae19629-3f06-13a3-e055-000000000001,396.1,2020/10/19 00:00:00+00
2397,13110402,CARRICK-ON-SHANNON LEA-6,LEITRIM,2ae19629-3f06-13a3-e055-000000000001,272.9,2020/10/12 00:00:00+00
2398,13110402,CARRICK-ON-SHANNON LEA-6,LEITRIM,2ae19629-3f06-13a3-e055-000000000001,52.8,2020/10/05 00:00:00+00
2399,13110402,CARRICK-ON-SHANNON LEA-6,LEITRIM,2ae19629-3f06-13a3-e055-000000000001,0,2020/09/28 00:00:00+00
2400,13110402,CARRICK-ON-SHANNON LEA-6,LEITRIM,2ae19629-3f06-13a3-e055-000000000001,44,2020/09/21 00:00:00+00
2401,13110402,CARRICK-ON-SHANNON LEA-6,LEITRIM,2ae19629-3f06-13a3-e055-000000000001,132,2020/09/14 00:00:00+00
2402,13110402,CARRICK-ON-SHANNON LEA-6,LEITRIM,2ae19629-3f06-13a3-e055-000000000001,88,2020/09/07 00:00:00+00
2403,13110402,CARRICK-ON-SHANNON LEA-6,LEITRIM,2ae19629-3f06-13a3-e055-000000000001,0,2020/08/31 00:00:00+00
2404,13110402,CARRICK-ON-SHANNON LEA-6,LEITRIM,2ae19629-3f06-13a3-e055-000000000001,0,2020/08/24 00:00:00+00
2405,13110402,CARRICK-ON-SHANNON LEA-6,LEITRIM,2ae19629-3f06-13a3-e055-000000000001,0,2020/08/17 00:00:00+00
2406,13110402,CARRICK-ON-SHANNON LEA-6,LEITRIM,2ae19629-3f06-13a3-e055-000000000001,0,2020/08/10 00:00:00+00
2407,13260408,KILLINEY-SHANKILL LEA-7,DUBLIN,2ae19629-3f40-13a3-e055-000000000001,89.3,2020/11/23 00:00:00+00
2408,13260408,KILLINEY-SHANKILL LEA-7,DUBLIN,2ae19629-3f40-13a3-e055-000000000001,49.9,2020/11/16 00:00:00+00
2409,13260408,KILLINEY-SHANKILL LEA-7,DUBLIN,2ae19629-3f40-13a3-e055-000000000001,42,2020/11/09 00:00:00+00
2410,13260408,KILLINEY-SHANKILL LEA-7,DUBLIN,2ae19629-3f40-13a3-e055-000000000001,70.9,2020/11/02 00:00:00+00
2411,13260408,KILLINEY-SHANKILL LEA-7,DUBLIN,2ae19629-3f40-13a3-e055-000000000001,107.7,2020/10/26 00:00:00+00
2412,13260408,KILLINEY-SHANKILL LEA-7,DUBLIN,2ae19629-3f40-13a3-e055-000000000001,105,2020/10/19 00:00:00+00
2413,13260408,KILLINEY-SHANKILL LEA-7,DUBLIN,2ae19629-3f40-13a3-e055-000000000001,120.8,2020/10/12 00:00:00+00
2414,13260408,KILLINEY-SHANKILL LEA-7,DUBLIN,2ae19629-3f40-13a3-e055-000000000001,115.5,2020/10/05 00:00:00+00
2415,13260408,KILLINEY-SHANKILL LEA-7,DUBLIN,2ae19629-3f40-13a3-e055-000000000001,68.3,2020/09/28 00:00:00+00
2416,13260408,KILLINEY-SHANKILL LEA-7,DUBLIN,2ae19629-3f40-13a3-e055-000000000001,76.2,2020/09/21 00:00:00+00
2417,13260408,KILLINEY-SHANKILL LEA-7,DUBLIN,2ae19629-3f40-13a3-e055-000000000001,60.4,2020/09/14 00:00:00+00
2418,13260408,KILLINEY-SHANKILL LEA-7,DUBLIN,2ae19629-3f40-13a3-e055-000000000001,23.6,2020/09/07 00:00:00+00
2419,13260408,KILLINEY-SHANKILL LEA-7,DUBLIN,2ae19629-3f40-13a3-e055-000000000001,13.1,2020/08/31 00:00:00+00
2420,13260408,KILLINEY-SHANKILL LEA-7,DUBLIN,2ae19629-3f40-13a3-e055-000000000001,0,2020/08/24 00:00:00+00
2421,13260408,KILLINEY-SHANKILL LEA-7,DUBLIN,2ae19629-3f40-13a3-e055-000000000001,0,2020/08/17 00:00:00+00
2422,13260408,KILLINEY-SHANKILL LEA-7,DUBLIN,2ae19629-3f40-13a3-e055-000000000001,0,2020/08/10 00:00:00+00
2423,13260415,TALLAGHT SOUTH LEA-5,DUBLIN,2ae19629-3f54-13a3-e055-000000000001,163.5,2020/11/23 00:00:00+00
2424,13260415,TALLAGHT SOUTH LEA-5,DUBLIN,2ae19629-3f54-13a3-e055-000000000001,251,2020/11/16 00:00:00+00
2425,13260415,TALLAGHT SOUTH LEA-5,DUBLIN,2ae19629-3f54-13a3-e055-000000000001,304.5,2020/11/09 00:00:00+00
2426,13260415,TALLAGHT SOUTH LEA-5,DUBLIN,2ae19629-3f54-13a3-e055-000000000001,279.1,2020/11/02 00:00:00+00
2427,13260415,TALLAGHT SOUTH LEA-5,DUBLIN,2ae19629-3f54-13a3-e055-000000000001,267.9,2020/10/26 00:00:00+00
2428,13260415,TALLAGHT SOUTH LEA-5,DUBLIN,2ae19629-3f54-13a3-e055-000000000001,290.4,2020/10/19 00:00:00+00
2429,13260415,TALLAGHT SOUTH LEA-5,DUBLIN,2ae19629-3f54-13a3-e055-000000000001,203,2020/10/12 00:00:00+00
2430,13260415,TALLAGHT SOUTH LEA-5,DUBLIN,2ae19629-3f54-13a3-e055-000000000001,160.7,2020/10/05 00:00:00+00
2431,13260415,TALLAGHT SOUTH LEA-5,DUBLIN,2ae19629-3f54-13a3-e055-000000000001,183.3,2020/09/28 00:00:00+00
2432,13260415,TALLAGHT SOUTH LEA-5,DUBLIN,2ae19629-3f54-13a3-e055-000000000001,180.5,2020/09/21 00:00:00+00
2433,13260415,TALLAGHT SOUTH LEA-5,DUBLIN,2ae19629-3f54-13a3-e055-000000000001,138.2,2020/09/14 00:00:00+00
2434,13260415,TALLAGHT SOUTH LEA-5,DUBLIN,2ae19629-3f54-13a3-e055-000000000001,124.1,2020/09/07 00:00:00+00
2435,13260415,TALLAGHT SOUTH LEA-5,DUBLIN,2ae19629-3f54-13a3-e055-000000000001,93,2020/08/31 00:00:00+00
2436,13260415,TALLAGHT SOUTH LEA-5,DUBLIN,2ae19629-3f54-13a3-e055-000000000001,36.7,2020/08/24 00:00:00+00
2437,13260415,TALLAGHT SOUTH LEA-5,DUBLIN,2ae19629-3f54-13a3-e055-000000000001,28.2,2020/08/17 00:00:00+00
2438,13260415,TALLAGHT SOUTH LEA-5,DUBLIN,2ae19629-3f54-13a3-e055-000000000001,36.7,2020/08/10 00:00:00+00
2439,13210407,CAHIR LEA-4,TIPPERARY,2ae19629-3ef4-13a3-e055-000005400001,0,2020/11/23 00:00:00+00
2440,13210407,CAHIR LEA-4,TIPPERARY,2ae19629-3ef4-13a3-e055-000005400001,61.2,2020/11/16 00:00:00+00
2441,13210407,CAHIR LEA-4,TIPPERARY,2ae19629-3ef4-13a3-e055-000005400001,135.9,2020/11/09 00:00:00+00
2442,13210407,CAHIR LEA-4,TIPPERARY,2ae19629-3ef4-13a3-e055-000005400001,197.1,2020/11/02 00:00:00+00
2443,13210407,CAHIR LEA-4,TIPPERARY,2ae19629-3ef4-13a3-e055-000005400001,197.1,2020/10/26 00:00:00+00
2444,13210407,CAHIR LEA-4,TIPPERARY,2ae19629-3ef4-13a3-e055-000005400001,142.7,2020/10/19 00:00:00+00
2445,13210407,CAHIR LEA-4,TIPPERARY,2ae19629-3ef4-13a3-e055-000005400001,67.9,2020/10/12 00:00:00+00
2446,13210407,CAHIR LEA-4,TIPPERARY,2ae19629-3ef4-13a3-e055-000005400001,34,2020/10/05 00:00:00+00
2447,13210407,CAHIR LEA-4,TIPPERARY,2ae19629-3ef4-13a3-e055-000005400001,0,2020/09/28 00:00:00+00
2448,13210407,CAHIR LEA-4,TIPPERARY,2ae19629-3ef4-13a3-e055-000005400001,0,2020/09/21 00:00:00+00
2449,13210407,CAHIR LEA-4,TIPPERARY,2ae19629-3ef4-13a3-e055-000005400001,40.8,2020/09/14 00:00:00+00
2450,13210407,CAHIR LEA-4,TIPPERARY,2ae19629-3ef4-13a3-e055-000005400001,163.1,2020/09/07 00:00:00+00
2451,13210407,CAHIR LEA-4,TIPPERARY,2ae19629-3ef4-13a3-e055-000005400001,319.4,2020/08/31 00:00:00+00
2452,13210407,CAHIR LEA-4,TIPPERARY,2ae19629-3ef4-13a3-e055-000005400001,183.5,2020/08/24 00:00:00+00
2453,13210407,CAHIR LEA-4,TIPPERARY,2ae19629-3ef4-13a3-e055-000005400001,0,2020/08/17 00:00:00+00
2454,13210407,CAHIR LEA-4,TIPPERARY,2ae19629-3ef4-13a3-e055-000005400001,0,2020/08/10 00:00:00+00
2455,13260407,GLENCULLEN-SANDYFORD LEA-7,DUBLIN,2ae19629-3f3f-13a3-e055-000000000001,49.2,2020/11/23 00:00:00+00
2456,13260407,GLENCULLEN-SANDYFORD LEA-7,DUBLIN,2ae19629-3f3f-13a3-e055-000000000001,68.3,2020/11/16 00:00:00+00
2457,13260407,GLENCULLEN-SANDYFORD LEA-7,DUBLIN,2ae19629-3f3f-13a3-e055-000000000001,98.3,2020/11/09 00:00:00+00
2458,13260407,GLENCULLEN-SANDYFORD LEA-7,DUBLIN,2ae19629-3f3f-13a3-e055-000000000001,106.5,2020/11/02 00:00:00+00
2459,13260407,GLENCULLEN-SANDYFORD LEA-7,DUBLIN,2ae19629-3f3f-13a3-e055-000000000001,87.4,2020/10/26 00:00:00+00
2460,13260407,GLENCULLEN-SANDYFORD LEA-7,DUBLIN,2ae19629-3f3f-13a3-e055-000000000001,76.5,2020/10/19 00:00:00+00
2461,13260407,GLENCULLEN-SANDYFORD LEA-7,DUBLIN,2ae19629-3f3f-13a3-e055-000000000001,98.3,2020/10/12 00:00:00+00
2462,13260407,GLENCULLEN-SANDYFORD LEA-7,DUBLIN,2ae19629-3f3f-13a3-e055-000000000001,122.9,2020/10/05 00:00:00+00
2463,13260407,GLENCULLEN-SANDYFORD LEA-7,DUBLIN,2ae19629-3f3f-13a3-e055-000000000001,101,2020/09/28 00:00:00+00
2464,13260407,GLENCULLEN-SANDYFORD LEA-7,DUBLIN,2ae19629-3f3f-13a3-e055-000000000001,84.6,2020/09/21 00:00:00+00
2465,13260407,GLENCULLEN-SANDYFORD LEA-7,DUBLIN,2ae19629-3f3f-13a3-e055-000000000001,65.5,2020/09/14 00:00:00+00
2466,13260407,GLENCULLEN-SANDYFORD LEA-7,DUBLIN,2ae19629-3f3f-13a3-e055-000000000001,19.1,2020/09/07 00:00:00+00
2467,13260407,GLENCULLEN-SANDYFORD LEA-7,DUBLIN,2ae19629-3f3f-13a3-e055-000000000001,13.7,2020/08/31 00:00:00+00
2468,13260407,GLENCULLEN-SANDYFORD LEA-7,DUBLIN,2ae19629-3f3f-13a3-e055-000000000001,24.6,2020/08/24 00:00:00+00
2469,13260407,GLENCULLEN-SANDYFORD LEA-7,DUBLIN,2ae19629-3f3f-13a3-e055-000000000001,19.1,2020/08/17 00:00:00+00
2470,13260407,GLENCULLEN-SANDYFORD LEA-7,DUBLIN,2ae19629-3f3f-13a3-e055-000000000001,0,2020/08/10 00:00:00+00
2471,13260429,ARTANE-WHITEHALL LEA-6,DUBLIN,2ae19629-3ef4-13a3-e055-000005200001,93.8,2020/11/23 00:00:00+00
2472,13260429,ARTANE-WHITEHALL LEA-6,DUBLIN,2ae19629-3ef4-13a3-e055-000005200001,111.4,2020/11/16 00:00:00+00
2473,13260429,ARTANE-WHITEHALL LEA-6,DUBLIN,2ae19629-3ef4-13a3-e055-000005200001,175.9,2020/11/09 00:00:00+00
2474,13260429,ARTANE-WHITEHALL LEA-6,DUBLIN,2ae19629-3ef4-13a3-e055-000005200001,263.9,2020/11/02 00:00:00+00
2475,13260429,ARTANE-WHITEHALL LEA-6,DUBLIN,2ae19629-3ef4-13a3-e055-000005200001,377.3,2020/10/26 00:00:00+00
2476,13260429,ARTANE-WHITEHALL LEA-6,DUBLIN,2ae19629-3ef4-13a3-e055-000005200001,383.1,2020/10/19 00:00:00+00
2477,13260429,ARTANE-WHITEHALL LEA-6,DUBLIN,2ae19629-3ef4-13a3-e055-000005200001,271.7,2020/10/12 00:00:00+00
2478,13260429,ARTANE-WHITEHALL LEA-6,DUBLIN,2ae19629-3ef4-13a3-e055-000005200001,170.1,2020/10/05 00:00:00+00
2479,13260429,ARTANE-WHITEHALL LEA-6,DUBLIN,2ae19629-3ef4-13a3-e055-000005200001,140.7,2020/09/28 00:00:00+00
2480,13260429,ARTANE-WHITEHALL LEA-6,DUBLIN,2ae19629-3ef4-13a3-e055-000005200001,109.5,2020/09/21 00:00:00+00
2481,13260429,ARTANE-WHITEHALL LEA-6,DUBLIN,2ae19629-3ef4-13a3-e055-000005200001,89.9,2020/09/14 00:00:00+00
2482,13260429,ARTANE-WHITEHALL LEA-6,DUBLIN,2ae19629-3ef4-13a3-e055-000005200001,64.5,2020/09/07 00:00:00+00
2483,13260429,ARTANE-WHITEHALL LEA-6,DUBLIN,2ae19629-3ef4-13a3-e055-000005200001,35.2,2020/08/31 00:00:00+00
2484,13260429,ARTANE-WHITEHALL LEA-6,DUBLIN,2ae19629-3ef4-13a3-e055-000005200001,33.2,2020/08/24 00:00:00+00
2485,13260429,ARTANE-WHITEHALL LEA-6,DUBLIN,2ae19629-3ef4-13a3-e055-000005200001,13.7,2020/08/17 00:00:00+00
2486,13260429,ARTANE-WHITEHALL LEA-6,DUBLIN,2ae19629-3ef4-13a3-e055-000005200001,15.6,2020/08/10 00:00:00+00
2487,13170401,CARRICKMACROSS-CASTLEBLAYNEY LEA-6,MONAGHAN,2ae19629-3f1f-13a3-e055-000000000001,0,2020/11/23 00:00:00+00
2488,13170401,CARRICKMACROSS-CASTLEBLAYNEY LEA-6,MONAGHAN,2ae19629-3f1f-13a3-e055-000000000001,28,2020/11/16 00:00:00+00
2489,13170401,CARRICKMACROSS-CASTLEBLAYNEY LEA-6,MONAGHAN,2ae19629-3f1f-13a3-e055-000000000001,32.7,2020/11/09 00:00:00+00
2490,13170401,CARRICKMACROSS-CASTLEBLAYNEY LEA-6,MONAGHAN,2ae19629-3f1f-13a3-e055-000000000001,42,2020/11/02 00:00:00+00
2491,13170401,CARRICKMACROSS-CASTLEBLAYNEY LEA-6,MONAGHAN,2ae19629-3f1f-13a3-e055-000000000001,177.3,2020/10/26 00:00:00+00
2492,13170401,CARRICKMACROSS-CASTLEBLAYNEY LEA-6,MONAGHAN,2ae19629-3f1f-13a3-e055-000000000001,307.9,2020/10/19 00:00:00+00
2493,13170401,CARRICKMACROSS-CASTLEBLAYNEY LEA-6,MONAGHAN,2ae19629-3f1f-13a3-e055-000000000001,275.2,2020/10/12 00:00:00+00
2494,13170401,CARRICKMACROSS-CASTLEBLAYNEY LEA-6,MONAGHAN,2ae19629-3f1f-13a3-e055-000000000001,219.3,2020/10/05 00:00:00+00
2495,13170401,CARRICKMACROSS-CASTLEBLAYNEY LEA-6,MONAGHAN,2ae19629-3f1f-13a3-e055-000000000001,112,2020/09/28 00:00:00+00
2496,13170401,CARRICKMACROSS-CASTLEBLAYNEY LEA-6,MONAGHAN,2ae19629-3f1f-13a3-e055-000000000001,0,2020/09/21 00:00:00+00
2497,13170401,CARRICKMACROSS-CASTLEBLAYNEY LEA-6,MONAGHAN,2ae19629-3f1f-13a3-e055-000000000001,37.3,2020/09/14 00:00:00+00
2498,13170401,CARRICKMACROSS-CASTLEBLAYNEY LEA-6,MONAGHAN,2ae19629-3f1f-13a3-e055-000000000001,37.3,2020/09/07 00:00:00+00
2499,13170401,CARRICKMACROSS-CASTLEBLAYNEY LEA-6,MONAGHAN,2ae19629-3f1f-13a3-e055-000000000001,0,2020/08/31 00:00:00+00
2500,13170401,CARRICKMACROSS-CASTLEBLAYNEY LEA-6,MONAGHAN,2ae19629-3f1f-13a3-e055-000000000001,0,2020/08/24 00:00:00+00
2501,13170401,CARRICKMACROSS-CASTLEBLAYNEY LEA-6,MONAGHAN,2ae19629-3f1f-13a3-e055-000000000001,0,2020/08/17 00:00:00+00
2502,13170401,CARRICKMACROSS-CASTLEBLAYNEY LEA-6,MONAGHAN,2ae19629-3f1f-13a3-e055-000000000001,0,2020/08/10 00:00:00+00
2503,13200401,SLIGO-DRUMCLIFF LEA-5,SLIGO,2ae19629-3f28-13a3-e055-000000000001,33.9,2020/11/23 00:00:00+00
2504,13200401,SLIGO-DRUMCLIFF LEA-5,SLIGO,2ae19629-3f28-13a3-e055-000000000001,62.2,2020/11/16 00:00:00+00
2505,13200401,SLIGO-DRUMCLIFF LEA-5,SLIGO,2ae19629-3f28-13a3-e055-000000000001,124.5,2020/11/09 00:00:00+00
2506,13200401,SLIGO-DRUMCLIFF LEA-5,SLIGO,2ae19629-3f28-13a3-e055-000000000001,277.2,2020/11/02 00:00:00+00
2507,13200401,SLIGO-DRUMCLIFF LEA-5,SLIGO,2ae19629-3f28-13a3-e055-000000000001,362.1,2020/10/26 00:00:00+00
2508,13200401,SLIGO-DRUMCLIFF LEA-5,SLIGO,2ae19629-3f28-13a3-e055-000000000001,345.1,2020/10/19 00:00:00+00
2509,13200401,SLIGO-DRUMCLIFF LEA-5,SLIGO,2ae19629-3f28-13a3-e055-000000000001,203.7,2020/10/12 00:00:00+00
2510,13200401,SLIGO-DRUMCLIFF LEA-5,SLIGO,2ae19629-3f28-13a3-e055-000000000001,62.2,2020/10/05 00:00:00+00
2511,13200401,SLIGO-DRUMCLIFF LEA-5,SLIGO,2ae19629-3f28-13a3-e055-000000000001,33.9,2020/09/28 00:00:00+00
2512,13200401,SLIGO-DRUMCLIFF LEA-5,SLIGO,2ae19629-3f28-13a3-e055-000000000001,0,2020/09/21 00:00:00+00
2513,13200401,SLIGO-DRUMCLIFF LEA-5,SLIGO,2ae19629-3f28-13a3-e055-000000000001,0,2020/09/14 00:00:00+00
2514,13200401,SLIGO-DRUMCLIFF LEA-5,SLIGO,2ae19629-3f28-13a3-e055-000000000001,0,2020/09/07 00:00:00+00
2515,13200401,SLIGO-DRUMCLIFF LEA-5,SLIGO,2ae19629-3f28-13a3-e055-000000000001,0,2020/08/31 00:00:00+00
2516,13200401,SLIGO-DRUMCLIFF LEA-5,SLIGO,2ae19629-3f28-13a3-e055-000000000001,0,2020/08/24 00:00:00+00
2517,13200401,SLIGO-DRUMCLIFF LEA-5,SLIGO,2ae19629-3f28-13a3-e055-000000000001,0,2020/08/17 00:00:00+00
2518,13200401,SLIGO-DRUMCLIFF LEA-5,SLIGO,2ae19629-3f28-13a3-e055-000000000001,0,2020/08/10 00:00:00+00
2519,13260401,SWORDS LEA-7,DUBLIN,2ae19629-3ef8-13a3-e055-000000000001,111,2020/11/23 00:00:00+00
2520,13260401,SWORDS LEA-7,DUBLIN,2ae19629-3ef8-13a3-e055-000000000001,138.2,2020/11/16 00:00:00+00
2521,13260401,SWORDS LEA-7,DUBLIN,2ae19629-3ef8-13a3-e055-000000000001,286.2,2020/11/09 00:00:00+00
2522,13260401,SWORDS LEA-7,DUBLIN,2ae19629-3ef8-13a3-e055-000000000001,371.8,2020/11/02 00:00:00+00
2523,13260401,SWORDS LEA-7,DUBLIN,2ae19629-3ef8-13a3-e055-000000000001,295.9,2020/10/26 00:00:00+00
2524,13260401,SWORDS LEA-7,DUBLIN,2ae19629-3ef8-13a3-e055-000000000001,245.3,2020/10/19 00:00:00+00
2525,13260401,SWORDS LEA-7,DUBLIN,2ae19629-3ef8-13a3-e055-000000000001,194.7,2020/10/12 00:00:00+00
2526,13260401,SWORDS LEA-7,DUBLIN,2ae19629-3ef8-13a3-e055-000000000001,200.5,2020/10/05 00:00:00+00
2527,13260401,SWORDS LEA-7,DUBLIN,2ae19629-3ef8-13a3-e055-000000000001,169.4,2020/09/28 00:00:00+00
2528,13260401,SWORDS LEA-7,DUBLIN,2ae19629-3ef8-13a3-e055-000000000001,95.4,2020/09/21 00:00:00+00
2529,13260401,SWORDS LEA-7,DUBLIN,2ae19629-3ef8-13a3-e055-000000000001,114.9,2020/09/14 00:00:00+00
2530,13260401,SWORDS LEA-7,DUBLIN,2ae19629-3ef8-13a3-e055-000000000001,85.7,2020/09/07 00:00:00+00
2531,13260401,SWORDS LEA-7,DUBLIN,2ae19629-3ef8-13a3-e055-000000000001,31.1,2020/08/31 00:00:00+00
2532,13260401,SWORDS LEA-7,DUBLIN,2ae19629-3ef8-13a3-e055-000000000001,33.1,2020/08/24 00:00:00+00
2533,13260401,SWORDS LEA-7,DUBLIN,2ae19629-3ef8-13a3-e055-000000000001,27.3,2020/08/17 00:00:00+00
2534,13260401,SWORDS LEA-7,DUBLIN,2ae19629-3ef8-13a3-e055-000000000001,0,2020/08/10 00:00:00+00
2535,1330402,SHANNON LEA-7,CLARE,2ae19629-3f61-13a3-e055-000000000001,111.9,2020/11/23 00:00:00+00
2536,1330402,SHANNON LEA-7,CLARE,2ae19629-3f61-13a3-e055-000000000001,154.6,2020/11/16 00:00:00+00
2537,1330402,SHANNON LEA-7,CLARE,2ae19629-3f61-13a3-e055-000000000001,164.5,2020/11/09 00:00:00+00
2538,1330402,SHANNON LEA-7,CLARE,2ae19629-3f61-13a3-e055-000000000001,171.1,2020/11/02 00:00:00+00
2539,1330402,SHANNON LEA-7,CLARE,2ae19629-3f61-13a3-e055-000000000001,256.6,2020/10/26 00:00:00+00
2540,1330402,SHANNON LEA-7,CLARE,2ae19629-3f61-13a3-e055-000000000001,417.8,2020/10/19 00:00:00+00
2541,1330402,SHANNON LEA-7,CLARE,2ae19629-3f61-13a3-e055-000000000001,361.9,2020/10/12 00:00:00+00
2542,1330402,SHANNON LEA-7,CLARE,2ae19629-3f61-13a3-e055-000000000001,95.4,2020/10/05 00:00:00+00
2543,1330402,SHANNON LEA-7,CLARE,2ae19629-3f61-13a3-e055-000000000001,0,2020/09/28 00:00:00+00
2544,1330402,SHANNON LEA-7,CLARE,2ae19629-3f61-13a3-e055-000000000001,19.7,2020/09/21 00:00:00+00
2545,1330402,SHANNON LEA-7,CLARE,2ae19629-3f61-13a3-e055-000000000001,36.2,2020/09/14 00:00:00+00
2546,1330402,SHANNON LEA-7,CLARE,2ae19629-3f61-13a3-e055-000000000001,39.5,2020/09/07 00:00:00+00
2547,1330402,SHANNON LEA-7,CLARE,2ae19629-3f61-13a3-e055-000000000001,39.5,2020/08/31 00:00:00+00
2548,1330402,SHANNON LEA-7,CLARE,2ae19629-3f61-13a3-e055-000000000001,72.4,2020/08/24 00:00:00+00
2549,1330402,SHANNON LEA-7,CLARE,2ae19629-3f61-13a3-e055-000000000001,88.8,2020/08/17 00:00:00+00
2550,1330402,SHANNON LEA-7,CLARE,2ae19629-3f61-13a3-e055-000000000001,72.4,2020/08/10 00:00:00+00
2551,1340413,CORK CITY SOUTH CENTRAL LEA-6,CORK,2ae19629-3ef4-13a3-e055-000001100001,199.1,2020/11/23 00:00:00+00
2552,1340413,CORK CITY SOUTH CENTRAL LEA-6,CORK,2ae19629-3ef4-13a3-e055-000001100001,108.6,2020/11/16 00:00:00+00
2553,1340413,CORK CITY SOUTH CENTRAL LEA-6,CORK,2ae19629-3ef4-13a3-e055-000001100001,227.6,2020/11/09 00:00:00+00
2554,1340413,CORK CITY SOUTH CENTRAL LEA-6,CORK,2ae19629-3ef4-13a3-e055-000001100001,393.1,2020/11/02 00:00:00+00
2555,1340413,CORK CITY SOUTH CENTRAL LEA-6,CORK,2ae19629-3ef4-13a3-e055-000001100001,620.7,2020/10/26 00:00:00+00
2556,1340413,CORK CITY SOUTH CENTRAL LEA-6,CORK,2ae19629-3ef4-13a3-e055-000001100001,801.7,2020/10/19 00:00:00+00
2557,1340413,CORK CITY SOUTH CENTRAL LEA-6,CORK,2ae19629-3ef4-13a3-e055-000001100001,566.4,2020/10/12 00:00:00+00
2558,1340413,CORK CITY SOUTH CENTRAL LEA-6,CORK,2ae19629-3ef4-13a3-e055-000001100001,240.5,2020/10/05 00:00:00+00
2559,1340413,CORK CITY SOUTH CENTRAL LEA-6,CORK,2ae19629-3ef4-13a3-e055-000001100001,111.2,2020/09/28 00:00:00+00
2560,1340413,CORK CITY SOUTH CENTRAL LEA-6,CORK,2ae19629-3ef4-13a3-e055-000001100001,44,2020/09/21 00:00:00+00
2561,1340413,CORK CITY SOUTH CENTRAL LEA-6,CORK,2ae19629-3ef4-13a3-e055-000001100001,18.1,2020/09/14 00:00:00+00
